path,size_bytes,sha256,tracked_status,ignored_status,file_type,language,classification,generated_or_human,read_status,parser_used,purpose,principal_symbols,entrypoint_status,references_in,references_out,duplicate_group,risk_notes,reason_not_read
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/kernels/SortMerge.h,24892,622ceca4c11fc4f32b3246b1a730f780b538c6b48572af0741b43af7474300fa,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/kernels/SortRadix.h,23661,4447c8136d836f86b3ab602aec4014ca042f9a80e2525a4df55f4effda83e8f3,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/kernels/SortTopK.h,20096,6918171a5a5594b2a1cecc684006a3d3d437f1d56c07fe089d3f2def9a9a9ee6,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/kernels/TensorCompare.h,338,69275a7a6485d8689117fec200b259e3292d220a1feb7f936a1eb32e723f955e,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/kernels/UpSample.h,615,5d45357e2b19a1ff5fed2655c42b8a332dc21231484e28aa92a3048ca9c68dae,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/operations/BinaryKernel.h,514,124e5f3063b1437ff0b5c4e4e71381b093b81822496a76dd1cc706cc5d269293,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/operations/FusedAdamAmsgradKernelImpl.h,1235,1b5c70593d0b2d8c94b3c6875e7ed4a7cb316a18e2af80e01acc87a9a4485cba,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/operations/FusedAdamKernelImpl.h,1142,3a49a217998fb1f1594e8466bacaf08a4f8ffe5cafa38f47b243c246adbc8583,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/operations/FusedAdamWAmsgradKernelImpl.h,1224,1e8f68a5e1b9e87487f320bc1dbefec16607f645b8d36750238351e427843dc2,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/operations/FusedAdamWKernelImpl.h,1145,c577f5315683cf69bf45407a12cb841185b07d6695e847affdc80a39d73f882b,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/operations/MultiTensorApply.h,17550,0b55f4099b3c7ab858b48f304e9015493b05c1d1ca81d27ee097c7c3e486095f,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/mps/operations/ScanKernel.h,456,e7237f94b556c28afa8e4d42c7c7b2fb341490816f744c45fe99f7108ba759f8,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/nested/NestedTensorBinaryOps.h,667,34ca0bb69f677f8e4558622fb78e75910771d651e67e235187402d11dc446ba1,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/nested/NestedTensorMath.h,2972,6d08f7dfab839cd6327e53eba2112097c7a1d855443c06450542101bd938ba8e,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/nested/NestedTensorTransformerFunctions.h,3092,8eac5079d1d96ec72317cec7d2dee572bd4f5a01470f954639ae8971402407cc,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/nested/NestedTensorTransformerUtils.h,1652,6b8bdf848829db8d89cd658f556e14e1cb4f18fc2049d3b6ed182ef291af7981,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/nested/NestedTensorUtils.h,15961,7b8954437e844e7a5d08e73144e8da82c0032228b6810b6a76505b5627cc8589,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/AffineQuantizer.h,3969,e0784b269342017916be75b4f40964e3f40205ad6282a5785fae90c8d939e14b,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/AffineQuantizerBase.h,1747,5035f46bf78b17f6b624356b49ff98f951a0124f3e35edb96762aa98f054977a,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/ConvUtils.h,2494,f05d7ea40b4b584086383b0c3901a9f167267849ecf19c70b883bd2257efbacb,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/Copy.h,410,3f74a3bd119cd53476fa54354e619dd25d41ce50753551339ba0bc2ebb4c5d60,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/FakeQuantAffine.h,2041,9a77949d748593ab93aadafcbc3a7cbb40115ccfea0a83360aad0f2ea7b68a22,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/IndexKernel.h,834,ee7d0abca932f0ad5d011b8c2d2d0baf13157e65dea5343aab34f5544bdc7671,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/PackedParams.h,4855,4e345bf06e92bcdfe50ea121dc68dffa501bb49d6198d61627fb56582d3683d0,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/ACLUtils.h,8141,80fe1ff15a23c7f101241709dbeca39995de80b1b127dc18b702a93c41f19a96,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/BinaryOps.h,422,3af4f76f757b09c3579c1ea2669f862bcb53ede47d54a0621ac678c104a34c42,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/EmbeddingPackedParams.h,1175,f52b4cb23c9ba7372137a528d03a85e13abb4d3b908465034abbe6378211fe77,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/OnednnUtils.h,16423,94fbe947417f3334c987c94bb2445314142eef4c8cee03cc3c11a26dbcf1ea0d,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/QnnpackUtils.h,17663,b0233346417d40c68388c53fd086df75635b7ddfd735eee01d5de8077de83156,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/QuantUtils.h,8501,1460ac153fd53520c477a0bf51ca244d84ae32dc3516f81277a79fc3fc077f0c,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/QuantizedOps.h,8864,5056889e4764b723d2a426db7319267e171ad81d63c45d1b692c7d5d9b43c506,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/RuyUtils.h,592,17bb43428383fe465e0078636d003506e96ebe66d3d9badba7927b5c0298b8e1,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/XnnpackUtils.h,14359,2a28de2ccc17ae90df80995983211461dbe7065e51bcbcd02e0d074abfaa84c4,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/conv_serialization.h,13142,bb7dd19f9e1d8df27497513b1e2f0f16cc6989118dc285d21abf41cf6e91b339,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/fbgemm_utils.h,12278,36a9a96692df7b0a67c07edabe07ed6dc3fc9f3985f5f2e052e12c2b2c2a9b80,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/init_qnnpack.h,375,fbfb7b19ed05eb64c14f7608aec11676cedb61816376d6fe1823b4a755e46f7d,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/qconv.h,3817,a6c4ad3350504a5023f5a96f5efc50b5457097e2a9f21975694efad506c04300,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/qembeddingbag.h,1269,20773e515b465d35b564eb022009c2c1479cc2ab4560bcda69f922f1aec3e68d,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/qembeddingbag_prepack.h,626,47bc443fa5dc83781553866a38c1b75d6c6bd244b9504de2e6593a078c282ecd,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cpu/qlinear.h,1936,3d08c22379d494d7610ecda0afc1d293f91424ef22ce200cfa7460a4fbc34dcc,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/cudnn/utils.h,10732,aab749ad33380eae64d63ea06d1612f327d46a08456ac0fa54e76ed0930b1e1a,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/quantized/library.h,443,ebc828782bcd3f169880f5572b195d014a5741576d39b6c6b65e74949c2a0d9f,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/attention.h,2520,33d9145503bdd5a37cde7e6925668745cd098312bb7ac792eaf579f27c223852,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/flash_attn/flash_api.h,5643,c801a24cbab633fee1df84c5b37cc37595e1e72cb2c17a1f96ec9d695a9ad817,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/flash_attn/static_switch.h,4021,a21de1b2891a3ae6a6737b77c278db5956b0fb78ccc14ec5762cc21c3c368454,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/debug_utils.h,10508,871148d3f18efd60935ef35c6d70f0e892ddd5975157b49ccc7f01e31ee6b7ff,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/epilogue/epilogue_pipelined.h,22541,a01ca0bfadc696111555218f257fd203a0a52867678e0f6d28f2c3d304658abc,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/epilogue/epilogue_rescale_output.h,8036,69a175de0d5af86a634929e45a519299b7728ba23738256889110f2c4127fd57,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/epilogue/epilogue_thread_apply_logsumexp.h,6233,122c186f5d18df144d712c8961eec1e45f1ee5fabd2492a405f30088d7ac8eb6,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/gemm/custom_mma.h,2745,38351d0f6633554503829d1b532216e9aec87ca279c41ad7f151a0893cc3fadf,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/gemm/custom_mma_base.h,6495,0999e3ebf45524eb9fd0bdaaaa3841837eb5d00e193acaa94e7b2ee93955107a,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/gemm/custom_mma_multistage.h,27535,fe4bc9fe542fa6b6f2ebd216a3d62062d96a20cd36bbde7083e140080656aa36,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/gemm/custom_mma_pipelined.h,14399,8f495e4316ffb647d7914cba9e6a46a38527fe3d96f6222f5def5ad811e681c2,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/gemm/find_default_mma.h,5430,bb6603302e968706b03b39d577e8541c4cfced36e7fefc5375c633b523e69ef9,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/gemm/mma_accum_lambda_iterator.h,12604,625e45f970afdbaadfe177d2557704c008aa05b18c5c660796f3246fedc0baf1,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/gemm/mma_from_smem.h,69054,310292dc398bfe0dddc822abc32c7e37fbc76fd739bd16aeda947d60617e7b0f,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/gemm_kernel_utils.h,8984,b09fc69cfb9da1eee8503873046254d890e149566e9932dcfa073d18c540ae52,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/iterators/default_warp_iterator_from_smem.h,6081,fd00c18379a96132ef926e9098c3ef0a7957287fbaab95018318c59e30db783b,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/iterators/epilogue_predicated_tile_iterator.h,24110,8e2d5f9e75ba61cc14174f8f678e977155fe3e23a685ce95f062e4fd3337f374,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/ATen/native/transformers/cuda/mem_eff_attention/iterators/make_residual_last.h,1904,e53c0480c5e76a9888f1d5e0483daa29a65a4c77539aee24e4e122225f086a89,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
