path,qualified_name,kind,line,end_line,decorators,callers,callees,imports,runtime_reachability,tests,configuration_dependencies,data_io,side_effects,external_services,documented,status
tests/cli/test_cli.py,TestCliDub.test_stdout_contains_timing_brackets,method,68,72,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDub.test_stdout_one_line_per_segment,method,74,79,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDub.test_stdout_contains_start_ms,method,81,86,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDub.test_say_backend_flag_accepted,method,88,96,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput,class,103,200,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput.test_exit_code_zero_with_output,method,104,109,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput.test_stdout_mentions_wrote,method,111,116,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput.test_json_file_created,method,118,124,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput.test_json_file_is_valid_json,method,126,133,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput.test_json_contains_expected_keys,method,135,146,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput.test_json_start_ms_is_correct,method,148,155,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput.test_json_end_ms_is_correct,method,157,164,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput.test_json_stem_matches_srt_stem,method,166,171,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput.test_wav_file_created,method,173,178,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput.test_wav_duration_matches_subtitle_timeline,method,180,192,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliDubOutput.test_json_includes_stretch_ratio,method,194,200,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliLang,class,207,221,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliLang.test_lang_flag_accepted_and_produces_wav,method,208,214,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliLang.test_unsupported_lang_fails_with_clear_error,method,216,221,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliBatch,class,228,272,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliBatch.test_exit_code_zero,method,229,233,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliBatch.test_stdout_is_non_empty,method,235,239,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliBatch.test_stdout_mentions_segment_count,method,241,245,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliBatch.test_two_files_shows_two_lines,method,247,253,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliBatch.test_multi_segment_file_shows_correct_count,method,255,258,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliBatch.test_batch_writes_wav_and_json_per_input,method,260,268,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliBatch.test_no_matching_glob_exits_nonzero,method,270,272,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliErrors,class,279,303,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliErrors.test_unknown_backend_exits_nonzero,method,280,284,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliErrors.test_no_subcommand_exits_nonzero,method,286,288,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliErrors.test_missing_srt_argument_exits_nonzero,method,290,292,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliErrors.test_nonexistent_srt_file_exits_nonzero,method,294,296,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_cli.py,TestCliErrors.test_nonexistent_srt_file_reports_cleanly_no_traceback,method,298,303,,,,__future__;io;json;pathlib;shutil;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/cli/test_cli.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_gpu_launcher.py,test_library_directories_find_installed_components,function,11,17,,,cublas.mkdir;cudnn.mkdir;gpu_launcher.main;gpu_launcher.nvidia_library_directories;library.mkdir;patch.dict;patch.object;pytest.raises;str,__future__;dubbing;os;pytest;unittest.mock,UNRESOLVED_STATICALLY,tests/cli/test_gpu_launcher.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_gpu_launcher.py,test_launcher_reexecs_dubbing_with_library_path,function,20,39,,,cublas.mkdir;cudnn.mkdir;gpu_launcher.main;gpu_launcher.nvidia_library_directories;library.mkdir;patch.dict;patch.object;pytest.raises;str,__future__;dubbing;os;pytest;unittest.mock,UNRESOLVED_STATICALLY,tests/cli/test_gpu_launcher.py,,,,,NO_OR_UNKNOWN,TEST
tests/cli/test_gpu_launcher.py,test_launcher_fails_without_runtime_libraries,function,42,45,,,cublas.mkdir;cudnn.mkdir;gpu_launcher.main;gpu_launcher.nvidia_library_directories;library.mkdir;patch.dict;patch.object;pytest.raises;str,__future__;dubbing;os;pytest;unittest.mock,UNRESOLVED_STATICALLY,tests/cli/test_gpu_launcher.py,,,,,NO_OR_UNKNOWN,TEST
tests/conftest.py,srt_single,function,18,19,pytest.fixture,,make_segment;make_wav;pytest.fixture;range,__future__;dubbing.models;pytest;tests.support.builders,UNRESOLVED_STATICALLY,tests/conftest.py,,,,,NO_OR_UNKNOWN,TEST
tests/conftest.py,srt_multi,function,23,24,pytest.fixture,,make_segment;make_wav;pytest.fixture;range,__future__;dubbing.models;pytest;tests.support.builders,UNRESOLVED_STATICALLY,tests/conftest.py,,,,,NO_OR_UNKNOWN,TEST
tests/conftest.py,srt_prosody,function,28,29,pytest.fixture,,make_segment;make_wav;pytest.fixture;range,__future__;dubbing.models;pytest;tests.support.builders,UNRESOLVED_STATICALLY,tests/conftest.py,,,,,NO_OR_UNKNOWN,TEST
tests/conftest.py,srt_multi_tag,function,33,34,pytest.fixture,,make_segment;make_wav;pytest.fixture;range,__future__;dubbing.models;pytest;tests.support.builders,UNRESOLVED_STATICALLY,tests/conftest.py,,,,,NO_OR_UNKNOWN,TEST
tests/conftest.py,single_segment,function,38,39,pytest.fixture,,make_segment;make_wav;pytest.fixture;range,__future__;dubbing.models;pytest;tests.support.builders,UNRESOLVED_STATICALLY,tests/acceptance/test_acceptance_helpers.py;tests/conftest.py;tests/core/test_parallel_pipeline.py;tests/core/test_pipeline.py;tests/core/test_piper_backend.py;tests/core/test_say_backend.py,,,,,NO_OR_UNKNOWN,TEST
tests/conftest.py,three_segments,function,43,47,pytest.fixture,,make_segment;make_wav;pytest.fixture;range,__future__;dubbing.models;pytest;tests.support.builders,UNRESOLVED_STATICALLY,tests/conftest.py;tests/core/test_piper_backend.py;tests/core/test_say_backend.py,,,,,NO_OR_UNKNOWN,TEST
tests/conftest.py,silent_wav_1s,function,51,52,pytest.fixture,,make_segment;make_wav;pytest.fixture;range,__future__;dubbing.models;pytest;tests.support.builders,UNRESOLVED_STATICALLY,tests/conftest.py,,,,,NO_OR_UNKNOWN,TEST
tests/conftest.py,audio_wav_1s,function,56,57,pytest.fixture,,make_segment;make_wav;pytest.fixture;range,__future__;dubbing.models;pytest;tests.support.builders,UNRESOLVED_STATICALLY,tests/conftest.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,_short_wav,function,34,41,,tests/core/test_adversarial_hardening.py:_short_wav,Path;ProsodyTag;SRTEntry;Segment;TTSResult;TimedSegment;_TimingOutBackend;_jobs.clear;_pair;_parse_int;_pbas_for_tags;_post_srt;_rate_for_tags;_short_wav;app.test_client;assemble_timeline;buf.getvalue;client.post;io.BytesIO;isdigit;json.loads;monkeypatch.setattr;pytest.fixture;pytest.importorskip;pytest.raises;srt.encode;srt.write_text;str;subprocess.TimeoutExpired;subprocess.run;wave.open;wf.getnframes;wf.setframerate;wf.setnchannels;wf.setsampwidth;wf.writeframes,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,STATICALLY_REFERENCED,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,_pair,function,44,49,,tests/core/test_adversarial_hardening.py:_pair,Path;ProsodyTag;SRTEntry;Segment;TTSResult;TimedSegment;_TimingOutBackend;_jobs.clear;_pair;_parse_int;_pbas_for_tags;_post_srt;_rate_for_tags;_short_wav;app.test_client;assemble_timeline;buf.getvalue;client.post;io.BytesIO;isdigit;json.loads;monkeypatch.setattr;pytest.fixture;pytest.importorskip;pytest.raises;srt.encode;srt.write_text;str;subprocess.TimeoutExpired;subprocess.run;wave.open;wf.getnframes;wf.setframerate;wf.setnchannels;wf.setsampwidth;wf.writeframes,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,STATICALLY_REFERENCED,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestTimelineCap,class,56,91,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestTimelineCap.test_99_hour_timestamp_rejected_without_allocation,method,57,61,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestTimelineCap.test_start_beyond_cap_rejected_even_with_degenerate_window,method,63,67,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestTimelineCap.test_one_ms_beyond_custom_cap_rejected,method,69,72,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestTimelineCap.test_exactly_at_custom_cap_accepted,method,74,78,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestTimelineCap.test_error_names_offending_segment,method,80,83,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestTimelineCap.test_negative_start_rejected,method,85,88,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestTimelineCap.test_default_cap_is_four_hours,method,90,91,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestUnicodeDigitProsody,class,98,123,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestUnicodeDigitProsody.test_parse_int_rejects_superscript_two,method,99,101,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestUnicodeDigitProsody.test_parse_int_accepts_plain_digits,method,103,104,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestUnicodeDigitProsody.test_superscript_rate_tag_ignored_not_crash,method,106,107,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestUnicodeDigitProsody.test_superscript_pitch_tag_ignored_not_crash,method,109,110,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestUnicodeDigitProsody.test_numeric_rate_tag_still_parses,method,112,113,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestUnicodeDigitProsody.test_numeric_pitch_tag_still_parses,method,115,116,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestUnicodeDigitProsody.test_named_rate_value_still_wins,method,118,119,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestUnicodeDigitProsody.test_bad_value_does_not_clobber_earlier_good_value,method,121,123,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,_TimingOutBackend,class,143,145,,tests/core/test_adversarial_hardening.py:_TimingOutBackend,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,STATICALLY_REFERENCED,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,_TimingOutBackend.synthesize,method,144,145,,tests/core/test_espeak_backend.py:backend.synthesize;tests/core/test_piper_backend.py:PiperTTSBackend.synthesize;tests/core/test_say_backend.py:SayTTSBackend.synthesize;tests/core/test_say_backend.py:backend.synthesize;tests/web/test_app.py:super.synthesize;tests/web/test_upload_limit.py:super.synthesize,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,STATICALLY_REFERENCED,tests/core/test_adversarial_hardening.py;tests/core/test_batch.py;tests/core/test_espeak_backend.py;tests/core/test_parallel_pipeline.py;tests/core/test_pipeline.py;tests/core/test_piper_backend.py;tests/core/test_prosody_bounds.py;tests/core/test_say_backend.py;tests/diarization/test_pipeline.py;tests/web/test_app.py;tests/web/test_result.py;tests/web/test_stream.py;tests/web/test_upload_limit.py,,,,,YES,TEST
tests/core/test_adversarial_hardening.py,_ShortWavBackend,class,148,153,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,_ShortWavBackend.synthesize,method,149,153,,tests/core/test_espeak_backend.py:backend.synthesize;tests/core/test_piper_backend.py:PiperTTSBackend.synthesize;tests/core/test_say_backend.py:SayTTSBackend.synthesize;tests/core/test_say_backend.py:backend.synthesize;tests/web/test_app.py:super.synthesize;tests/web/test_upload_limit.py:super.synthesize,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,STATICALLY_REFERENCED,tests/core/test_adversarial_hardening.py;tests/core/test_batch.py;tests/core/test_espeak_backend.py;tests/core/test_parallel_pipeline.py;tests/core/test_pipeline.py;tests/core/test_piper_backend.py;tests/core/test_prosody_bounds.py;tests/core/test_say_backend.py;tests/diarization/test_pipeline.py;tests/web/test_app.py;tests/web/test_result.py;tests/web/test_stream.py;tests/web/test_upload_limit.py,,,,,YES,TEST
tests/core/test_adversarial_hardening.py,client,function,157,162,pytest.fixture,,Path;ProsodyTag;SRTEntry;Segment;TTSResult;TimedSegment;_TimingOutBackend;_jobs.clear;_pair;_parse_int;_pbas_for_tags;_post_srt;_rate_for_tags;_short_wav;app.test_client;assemble_timeline;buf.getvalue;client.post;io.BytesIO;isdigit;json.loads;monkeypatch.setattr;pytest.fixture;pytest.importorskip;pytest.raises;srt.encode;srt.write_text;str;subprocess.TimeoutExpired;subprocess.run;wave.open;wf.getnframes;wf.setframerate;wf.setnchannels;wf.setsampwidth;wf.writeframes,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py;tests/personal_capture/test_review_app.py;tests/web/test_app.py;tests/web/test_result.py;tests/web/test_stream.py;tests/web/test_upload_limit.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,_post_srt,function,165,170,,tests/core/test_adversarial_hardening.py:_post_srt;tests/web/test_result.py:_post_srt,Path;ProsodyTag;SRTEntry;Segment;TTSResult;TimedSegment;_TimingOutBackend;_jobs.clear;_pair;_parse_int;_pbas_for_tags;_post_srt;_rate_for_tags;_short_wav;app.test_client;assemble_timeline;buf.getvalue;client.post;io.BytesIO;isdigit;json.loads;monkeypatch.setattr;pytest.fixture;pytest.importorskip;pytest.raises;srt.encode;srt.write_text;str;subprocess.TimeoutExpired;subprocess.run;wave.open;wf.getnframes;wf.setframerate;wf.setnchannels;wf.setsampwidth;wf.writeframes,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,STATICALLY_REFERENCED,tests/core/test_adversarial_hardening.py;tests/web/test_result.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestWebHardening,class,173,191,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestWebHardening.test_tts_timeout_returns_502_not_500,method,174,183,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestWebHardening.test_hostile_timestamp_returns_error_not_oom,method,185,191,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestCliHardening,class,198,212,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_adversarial_hardening.py,TestCliHardening.test_hostile_timestamp_yields_clean_error,method,199,212,,,,__future__;dubbing.aligner;dubbing.apps.dubbing_web;dubbing.assembler;dubbing.backends.base;dubbing.backends.say;dubbing.models;io;json;pathlib;pytest;subprocess;sys;wave,UNRESOLVED_STATICALLY,tests/core/test_adversarial_hardening.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_aligner.py,_make_segment,function,13,20,,tests/core/test_aligner.py:_make_segment;tests/core/test_piper_backend.py:_make_segment,SRTEntry;Segment;TimelineAligner;TimelineAligner.align;_make_segment;enumerate;int;isinstance;len;pytest.approx;pytest.raises;range,__future__;dubbing.aligner;dubbing.models;pytest,STATICALLY_REFERENCED,tests/core/test_aligner.py;tests/core/test_piper_backend.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_aligner.py,TestAlignEmpty,class,27,34,,,,__future__;dubbing.aligner;dubbing.models;pytest,UNRESOLVED_STATICALLY,tests/core/test_aligner.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_aligner.py,TestAlignEmpty.test_empty_returns_empty_list,method,28,30,,,,__future__;dubbing.aligner;dubbing.models;pytest,UNRESOLVED_STATICALLY,tests/core/test_aligner.py,,,,,NO_OR_UNKNOWN,TEST
tests/core/test_aligner.py,TestAlignEmpty.test_empty_return_type_is_list,method,32,34,,,,__future__;dubbing.aligner;dubbing.models;pytest,UNRESOLVED_STATICALLY,tests/core/test_aligner.py,,,,,NO_OR_UNKNOWN,TEST
